transaction_id,step,orig_id,dest_id,amount,isFraud_true,fraud_prob_pred,isFraud_pred,day,orig_balance_ratio,dest_balance_ratio,orig_curr_volatility,dest_curr_volatility
1721193597,721.0,162010,443750,3942.6946,0.0,0.06628387,0,30.0,,,,
1721193598,721.0,31110,337300,4508.224,0.0,0.056313876,0,30.0,,,,
1721193599,721.0,39710,343350,11859.29,0.0,0.08015893,0,30.0,,,,
1721193600,721.0,420810,348120,1328.0194,0.0,0.036685437,0,30.0,,,,
1721193601,721.0,490320,209470,683.0489,0.0,0.1636392,0,30.0,,,,
1721193602,721.0,455600,412840,672.7164,0.0,0.10684607,0,30.0,,,,
1721193603,721.0,458980,475470,1135.2797,0.0,0.058927793,0,30.0,,,,
1721193604,721.0,343220,102220,2026.7349,0.0,0.0539131,0,30.0,,,,
1721193605,721.0,318690,100360,10885.346,0.0,0.027696338,0,30.0,,,,
1721193606,721.0,155160,317880,1099.3633,0.0,0.09995026,0,30.0,,,,
1721193607,721.0,192250,32980,289.47577,0.0,0.22668912,0,30.0,,,,
1721193608,721.0,261090,177591,244.46837,0.0,0.0950133,0,30.0,,,,
1721193609,721.0,221960,393991,2417.1016,0.0,0.11441014,0,30.0,,,,
1721193610,721.0,360320,44200,402.08948,0.0,0.19394024,0,30.0,,,,
1721193611,721.0,376210,23130,651.97815,0.0,0.13529536,0,30.0,,,,
1721193612,721.0,231360,7260,1081.0173,0.0,0.07315001,0,30.0,,,,
1721193613,721.0,418160,110210,343.74133,0.0,0.1051376,0,30.0,,,,
1721193614,721.0,418200,60650,2240.1213,0.0,0.16906208,0,30.0,,,,
1721193615,721.0,160850,150,24615.877,0.0,0.05515633,0,30.0,,,,
1721193616,721.0,93660,77470,3898.7244,0.0,0.05622211,0,30.0,,,,
1721193617,721.0,296470,456601,840.59283,0.0,0.2720538,0,30.0,,,,
1721193618,721.0,93360,362260,3626.5715,0.0,0.06278359,0,30.0,,,,
1721193619,721.0,139900,447140,876.4678,0.0,0.10310439,0,30.0,,,,
1721193620,721.0,37630,247170,1060.0052,0.0,0.031468403,0,30.0,,,,
1721193621,721.0,419070,29120,1957.8793,0.0,0.048071913,0,30.0,,,,
1721193622,721.0,6140,380710,827.6967,0.0,0.09842564,0,30.0,,,,
1721193623,721.0,211130,138730,325.29407,0.0,0.16795994,0,30.0,,,,
1721193624,721.0,50070,102040,1449.0288,0.0,0.0812784,0,30.0,,,,
1721193625,721.0,313371,383730,12974.848,0.0,0.06506983,0,30.0,,,,
1721193626,721.0,453000,240810,2998.9707,0.0,0.09846192,0,30.0,,,,
1721193627,721.0,160970,407970,226.91833,0.0,0.22886267,0,30.0,,,,
1721193628,721.0,161070,247910,2978.4617,0.0,0.03684446,0,30.0,,,,
1721193629,721.0,208520,266310,3238.9446,0.0,0.04814195,0,30.0,,,,
1721193630,721.0,48720,330620,12227.895,0.0,0.09979648,0,30.0,,,,
1721193631,721.0,476020,335870,5404.843,0.0,0.0611509,0,30.0,,,,
1721193632,721.0,61060,178470,534.8008,0.0,0.17485763,0,30.0,,,,
1721193633,721.0,333930,246580,1195.4485,0.0,0.049573302,0,30.0,,,,
1721193634,721.0,61200,261260,1239.6398,0.0,0.08271348,0,30.0,,,,
1721193635,721.0,427080,456100,1218.7216,0.0,0.024013434,0,30.0,,,,
1721193636,721.0,15840,192461,1746.1208,0.0,0.07425703,0,30.0,,,,
1721193637,721.0,47490,431790,455.07053,0.0,0.037871875,0,30.0,,,,
1721193638,721.0,245711,199790,3435.338,0.0,0.06066887,0,30.0,,,,
1721193639,721.0,8360,456870,225.37021,0.0,0.1437441,0,30.0,,,,
1721193640,721.0,428850,38880,884.9267,0.0,0.05118803,0,30.0,,,,
1721193641,721.0,328270,347560,2483.6292,0.0,0.15834613,0,30.0,,,,
1721193642,721.0,250090,385280,2418.9326,0.0,0.03532749,0,30.0,,,,
1721193643,721.0,142890,251010,16020.212,0.0,0.03564749,0,30.0,,,,
1721193644,721.0,76190,256960,6212.848,0.0,0.04601172,0,30.0,,,,
1721193645,721.0,15560,101070,2516.5876,0.0,0.07229444,0,30.0,,,,
1721193646,721.0,39850,98360,1937.479,0.0,0.071138315,0,30.0,,,,
1721193647,721.0,126760,359970,2100.1414,0.0,0.0973948,0,30.0,,,,
1721193648,721.0,108390,29620,9402.949,0.0,0.11414051,0,30.0,,,,
1721193649,721.0,193750,273630,10727.273,0.0,0.07959721,0,30.0,,,,
1721193650,721.0,78730,130910,1988.2429,0.0,0.04989267,0,30.0,,,,
1721193651,721.0,213220,250410,317743.66,1.0,0.9284474,1,30.0,,,,
1721193652,721.0,4460,59011,2288.0364,0.0,0.021491885,0,30.0,,,,
1721193653,721.0,211130,45820,994.1506,0.0,0.13023557,0,30.0,,,,
1721193654,721.0,100610,479040,1782.4331,0.0,0.0322593,0,30.0,,,,
1721193655,721.0,362800,27130,358.30402,0.0,0.21897636,0,30.0,,,,
1721193656,721.0,30290,395740,252.74171,0.0,0.09050319,0,30.0,,,,
1721193657,721.0,305620,139220,3425.9849,0.0,0.035830013,0,30.0,,,,
1721193658,721.0,248250,386270,1291.3624,0.0,0.09991103,0,30.0,,,,
1721193659,721.0,284910,341890,2062.9885,0.0,0.04237283,0,30.0,,,,
1721193660,721.0,284880,256381,34092.543,0.0,0.020829814,0,30.0,,,,
1721193661,721.0,297830,177490,595.2417,0.0,0.046555463,0,30.0,,,,
1721193662,721.0,450330,438410,285.9446,0.0,0.114504166,0,30.0,,,,
1721193663,721.0,495930,201080,5588.0127,0.0,0.03025554,0,30.0,,,,
1721193664,721.0,299860,423510,915.67035,0.0,0.22662902,0,30.0,,,,
1721193665,721.0,62040,111350,3584.7976,0.0,0.07502639,0,30.0,,,,
1721193666,721.0,252080,342130,798.91736,0.0,0.069805205,0,30.0,,,,
1721193667,721.0,280910,120070,684.352,0.0,0.15293035,0,30.0,,,,
1721193668,721.0,273270,282140,311.16498,0.0,0.17876516,0,30.0,,,,
1721193669,721.0,395540,407880,975.6918,0.0,0.15942122,0,30.0,,,,
1721193670,721.0,262160,322471,338.976,0.0,0.07696802,0,30.0,,,,
1721193671,721.0,87030,7840,950.01166,0.0,0.13185689,0,30.0,,,,
1721193672,721.0,310800,280940,2034.3213,0.0,0.13626604,0,30.0,,,,
1721193673,721.0,162530,439450,1379.7622,0.0,0.06726477,0,30.0,,,,
1721193674,721.0,481920,219030,1824.3711,0.0,0.08166066,0,30.0,,,,
1721193675,721.0,313980,483561,1625.4093,0.0,0.25612512,0,30.0,,,,
1721193676,721.0,103270,368310,2002.7101,0.0,0.06405744,0,30.0,,,,
1721193677,721.0,84860,304470,482.03033,0.0,0.059127063,0,30.0,,,,
1721193678,721.0,290350,99060,920.80963,0.0,0.06190474,0,30.0,,,,
1721193679,721.0,241250,362800,191.64241,0.0,0.13401394,0,30.0,,,,
1721193680,721.0,209610,218330,532.01825,0.0,0.037442252,0,30.0,,,,
1721193681,721.0,108830,166070,17193.709,0.0,0.048009805,0,30.0,,,,
1721193682,721.0,99260,350410,520.8501,0.0,0.22918758,0,30.0,,,,
1721193683,721.0,182411,256950,7859.078,0.0,0.04635576,0,30.0,,,,
1721193684,721.0,406490,387480,771.9043,0.0,0.062153365,0,30.0,,,,
1721193685,721.0,213510,448540,5675.25,0.0,0.06575788,0,30.0,,,,
1721193686,721.0,174460,416710,2684.9248,0.0,0.08963919,0,30.0,,,,
1721193687,721.0,488630,400870,7164.0884,0.0,0.084923066,0,30.0,,,,
1721193688,721.0,104850,177610,855.0792,0.0,0.07602998,0,30.0,,,,
1721193689,721.0,164820,143020,497.53354,0.0,0.09135886,0,30.0,,,,
1721193690,721.0,65690,28480,1356.9348,0.0,0.13053991,0,30.0,,,,
1721193691,721.0,324060,292170,499.24866,0.0,0.23198001,0,30.0,,,,
1721193692,721.0,249140,8050,3143.383,0.0,0.07730923,0,30.0,,,,
1721193693,721.0,326940,22440,838.50354,0.0,0.14679179,0,30.0,,,,
1721193694,721.0,234170,430110,424.031,0.0,0.11541246,0,30.0,,,,
1721193695,721.0,147830,7520,22318.895,0.0,0.0929076,0,30.0,,,,
1721193696,721.0,276181,3570,1187.6086,0.0,0.06560075,0,30.0,,,,
1721193697,721.0,148570,189860,4008.6736,0.0,0.03265986,0,30.0,,,,
1721193698,721.0,129690,438590,861.2986,0.0,0.13178086,0,30.0,,,,
1721193699,721.0,473880,412510,1026.3192,0.0,0.035763398,0,30.0,,,,
1721193700,721.0,207290,172100,263.9722,0.0,0.07759438,0,30.0,,,,
1721193701,721.0,389620,277030,751.29395,0.0,0.055791534,0,30.0,,,,
1721193702,721.0,255290,104920,2784.1382,0.0,0.10073349,0,30.0,,,,
1721193703,721.0,175460,77690,1697.1122,0.0,0.025736928,0,30.0,,,,
1722193704,722.0,238130,37880,698.1886,0.0,0.0614942,0,30.0,,,,
1722193705,722.0,86350,369710,627.1221,0.0,0.12364773,0,30.0,,,,
1722193706,722.0,218490,114961,326.80972,0.0,0.078673616,0,30.0,,,,
1722193707,722.0,387800,458870,1287.5586,0.0,0.11549663,0,30.0,,,,
1722193708,722.0,36210,135420,322.715,0.0,0.04582957,0,30.0,,,,
1722193709,722.0,208590,242790,252.10793,0.0,0.046130635,0,30.0,,,,
1722193710,722.0,499840,241320,301.75168,0.0,0.12995738,0,30.0,,,,
1722193711,722.0,415230,146530,679.63214,0.0,0.16298214,0,30.0,,,,
1722193712,722.0,205730,379171,4849.4385,0.0,0.090307154,0,30.0,,,,
1722193713,722.0,369840,453280,2529.0164,0.0,0.08458741,0,30.0,,,,
1722193714,722.0,320910,328830,1716.0349,0.0,0.06047747,0,30.0,,,,
1722193715,722.0,64730,223810,1802.1384,0.0,0.06371582,0,30.0,,,,
1722193716,722.0,348430,285230,15802.687,0.0,0.05210675,0,30.0,,,,
1722193717,722.0,84030,45750,2008.9264,0.0,0.040948175,0,30.0,,,,
1722193718,722.0,433470,131591,1266.049,0.0,0.08454003,0,30.0,,,,
1722193719,722.0,248990,448771,802.38556,0.0,0.026554279,0,30.0,,,,
1722193720,722.0,380130,26530,575.172,0.0,0.080582485,0,30.0,,,,
1722193721,722.0,22870,124750,666.39935,0.0,0.13343962,0,30.0,,,,
1722193722,722.0,199241,288310,3083.1953,0.0,0.060078252,0,30.0,,,,
1722193723,722.0,290720,394640,5269.798,0.0,0.05440046,0,30.0,,,,
1722193724,722.0,234510,422430,18628.402,0.0,0.04108756,0,30.0,,,,
1722193725,722.0,234370,212040,286.54147,0.0,0.1019644,0,30.0,,,,
1722193726,722.0,235970,147680,14105.255,0.0,0.05530308,0,30.0,,,,
1722193727,722.0,22600,127510,1652.3049,0.0,0.08437049,0,30.0,,,,
1722193728,722.0,283561,373720,14583.659,0.0,0.06882065,0,30.0,,,,
1722193729,722.0,273220,51731,4717.508,0.0,0.0851954,0,30.0,,,,
1722193730,722.0,292720,22350,249.60587,0.0,0.09971429,0,30.0,,,,
1722193731,722.0,424730,304680,166.06009,0.0,0.05108789,0,30.0,,,,
1722193732,722.0,301280,246340,1330.6346,0.0,0.13862985,0,30.0,,,,
1722193733,722.0,196710,393720,889.47107,0.0,0.084426954,0,30.0,,,,
1722193734,722.0,151590,217050,1375.3014,0.0,0.05177334,0,30.0,,,,
1722193735,722.0,467420,429480,916.328,0.0,0.16772977,0,30.0,,,,
1722193736,722.0,371980,426980,2329.0232,0.0,0.10037355,0,30.0,,,,
1722193737,722.0,109470,397420,6216.5366,0.0,0.06438498,0,30.0,,,,
1722193738,722.0,177760,449670,2768.7327,0.0,0.043199982,0,30.0,,,,
1722193739,722.0,412210,146120,5644.951,0.0,0.028408071,0,30.0,,,,
1722193740,722.0,180430,445421,46568.625,0.0,0.06941608,0,30.0,,,,
1722193741,722.0,353741,420800,3007.9958,0.0,0.07657728,0,30.0,,,,
1722193742,722.0,382990,300990,7702.6616,0.0,0.07411365,0,30.0,,,,
1722193743,722.0,360570,85050,993.57294,0.0,0.07482725,0,30.0,,,,
1722193744,722.0,5620,257730,1232.243,0.0,0.04337276,0,30.0,,,,
1722193745,722.0,195210,51700,1127.3296,0.0,0.0891297,0,30.0,,,,
1722193746,722.0,285520,135990,359.14905,0.0,0.13958186,0,30.0,,,,
1722193747,722.0,78611,140080,563.5307,0.0,0.064889535,0,30.0,,,,
1722193748,722.0,455380,347640,804.6536,0.0,0.029226301,0,30.0,,,,
1722193749,722.0,386700,277230,178209.9,0.0,0.16056038,0,30.0,,,,
1722193750,722.0,16580,78260,1900.2054,0.0,0.060009245,0,30.0,,,,
1722193751,722.0,365000,273770,16106.013,0.0,0.06303292,0,30.0,,,,
1722193752,722.0,418690,265351,4659.2227,0.0,0.034794163,0,30.0,,,,
1722193753,722.0,316260,121000,955.1219,0.0,0.13830039,0,30.0,,,,
1722193754,722.0,375430,363271,548.93744,0.0,0.17420128,0,30.0,,,,
1722193755,722.0,409330,12201,500.811,0.0,0.2730064,0,30.0,,,,
1722193756,722.0,300440,259620,2941.0105,0.0,0.02563347,0,30.0,,,,
1722193757,722.0,425550,442800,2191.422,0.0,0.09420987,0,30.0,,,,
1722193758,722.0,96830,202280,2591.9785,0.0,0.017824013,0,30.0,,,,
1722193759,722.0,286881,433380,7946.4297,0.0,0.047774218,0,30.0,,,,
1722193760,722.0,304750,57970,4203.446,0.0,0.05781732,0,30.0,,,,
1722193761,722.0,367250,125390,1343.8595,0.0,0.050371215,0,30.0,,,,
1722193762,722.0,138320,299311,877.95844,0.0,0.08460063,0,30.0,,,,
1722193763,722.0,123120,45001,483.2565,0.0,0.07718404,0,30.0,,,,
1722193764,722.0,412750,384700,233.46675,0.0,0.15404764,0,30.0,,,,
1722193765,722.0,405250,15980,818.2813,0.0,0.16013436,0,30.0,,,,
1722193766,722.0,66241,253630,10680.087,0.0,0.04696351,0,30.0,,,,
1722193767,722.0,33880,393700,343.17578,0.0,0.0743052,0,30.0,,,,
1722193768,722.0,326220,190790,13956.274,0.0,0.043648683,0,30.0,,,,
1722193769,722.0,92650,354900,1756.455,0.0,0.09713741,0,30.0,,,,
1722193770,722.0,420020,192020,1081.1382,0.0,0.08373001,0,30.0,,,,
1722193771,722.0,67910,201930,1337.8274,0.0,0.10007149,0,30.0,,,,
1722193772,722.0,459100,79220,208032.77,1.0,0.45004064,0,30.0,,,,
1722193773,722.0,5910,407010,610.746,0.0,0.17952053,0,30.0,,,,
1722193774,722.0,181360,323300,317.8454,0.0,0.0667438,0,30.0,,,,
1722193775,722.0,418510,264520,259.50848,0.0,0.16696349,0,30.0,,,,
1722193776,722.0,171470,281060,7248.1284,0.0,0.06037768,0,30.0,,,,
1722193777,722.0,281560,130030,5628.639,0.0,0.06459809,0,30.0,,,,
1722193778,722.0,76220,240760,379.87918,0.0,0.16098188,0,30.0,,,,
1722193779,722.0,313180,333480,1391.4501,0.0,0.059488084,0,30.0,,,,
1722193780,722.0,455251,443260,923.9781,0.0,0.13486588,0,30.0,,,,
1722193781,722.0,47371,393010,1023.048,0.0,0.1344015,0,30.0,,,,
1722193782,722.0,189460,221471,1333.3893,0.0,0.02760098,0,30.0,,,,
1722193783,722.0,461580,138160,8674.626,0.0,0.06526886,0,30.0,,,,
1722193784,722.0,386870,398440,1010.5728,0.0,0.16984832,0,30.0,,,,
1722193785,722.0,323441,252360,10702.46,0.0,0.09223159,0,30.0,,,,
1722193786,722.0,394890,164480,372.68228,0.0,0.06963199,0,30.0,,,,
1722193787,722.0,140140,180080,1543.751,0.0,0.07449081,0,30.0,,,,
1722193788,722.0,107940,405240,912.2319,0.0,0.1213726,0,30.0,,,,
1722193789,722.0,139770,412270,715.0425,0.0,0.062307935,0,30.0,,,,
1722193790,722.0,357670,153600,464.82904,0.0,0.08271909,0,30.0,,,,
1722193791,722.0,294560,475781,38632.344,0.0,0.11697083,0,30.0,,,,
1722193792,722.0,76580,237931,3668.7632,0.0,0.06697117,0,30.0,,,,
1722193793,722.0,192110,182400,6575.571,0.0,0.064086735,0,30.0,,,,
1722193794,722.0,155830,385261,458.93585,0.0,0.086566605,0,30.0,,,,
1722193795,722.0,135250,69130,869.647,0.0,0.089275174,0,30.0,,,,
1722193796,722.0,484260,329820,949.3645,0.0,0.15326439,0,30.0,,,,
1722193797,722.0,344620,492300,310.19626,0.0,0.07374376,0,30.0,,,,
1722193798,722.0,308750,334670,3621.1765,0.0,0.07301702,0,30.0,,,,
1722193799,722.0,203610,357890,1067.5441,0.0,0.07201004,0,30.0,,,,
